timestamp,turbine_id,wind_speed,wind_direction,power_output
2022-03-02 00:00:00,2,10.7,233,1.7
2022-03-02 00:00:00,3,13.2,43,3.3
2022-03-02 00:00:00,4,13.6,292,3.7
2022-03-02 00:00:00,5,14.5,183,4.3
2022-03-02 01:00:00,1,14.1,272,2.1
2022-03-02 01:00:00,2,13.5,313,2.4
2022-03-02 01:00:00,3,12.7,32,3.5
2022-03-02 01:00:00,4,12.5,226,2.7
2022-03-02 01:00:00,5,10.3,32,4.1
2022-03-02 02:00:00,1,13.6,152,2.6
2022-03-02 02:00:00,2,14.5,167,1.8
2022-03-02 02:00:00,3,10.6,143,2.9
2022-03-02 02:00:00,4,12.3,322,1.6
2022-03-02 02:00:00,5,12.7,271,3.0
2022-03-02 03:00:00,1,10.0,256,4.4
2022-03-02 03:00:00,2,9.1,157,2.3
2022-03-02 03:00:00,3,10.5,33,4.0
2022-03-02 03:00:00,4,14.2,12,4.0
2022-03-02 03:00:00,5,11.9,82,2.1
2022-03-02 04:00:00,1,14.0,8,3.2
2022-03-02 04:00:00,2,9.2,276,2.7
2022-03-02 04:00:00,3,9.4,247,3.3
2022-03-02 04:00:00,4,10.7,186,3.9
2022-03-02 04:00:00,5,14.7,40,2.1
2022-03-02 05:00:00,1,11.9,220,2.6
2022-03-02 05:00:00,2,9.9,308,3.4
2022-03-02 05:00:00,3,11.9,273,4.2
2022-03-02 05:00:00,4,13.6,6,2.7
2022-03-02 05:00:00,5,11.2,8,3.8
2022-03-02 06:00:00,1,11.9,36,4.2
2022-03-02 06:00:00,2,11.6,139,1.9
2022-03-02 06:00:00,3,9.1,334,2.1
2022-03-02 06:00:00,4,10.8,351,4.2
2022-03-02 06:00:00,5,11.2,20,3.3
2022-03-02 07:00:00,1,13.8,187,4.5
2022-03-02 07:00:00,2,12.9,313,3.7
2022-03-02 07:00:00,3,13.3,75,3.1
2022-03-02 07:00:00,4,10.9,152,2.2
2022-03-02 07:00:00,5,9.7,120,3.1
2022-03-02 08:00:00,1,9.6,129,4.1
2022-03-02 08:00:00,2,11.0,192,1.7
2022-03-02 08:00:00,3,11.8,215,1.9
2022-03-02 08:00:00,4,11.7,77,4.2
2022-03-02 08:00:00,5,12.1,298,1.9
2022-03-03 00:00:00,1,9.3,342,3.1
2022-03-03 00:00:00,2,14.1,49,3.3
2022-03-03 00:00:00,3,9.5,51,3.4
2022-03-03 00:00:00,4,12.8,154,1.8
2022-03-03 00:00:00,5,9.4,352,3.7
2022-03-03 01:00:00,1,9.8,134,2.1
2022-03-03 01:00:00,2,11.7,287,2.1
2022-03-03 01:00:00,3,11.4,352,4.0
2022-03-03 01:00:00,4,13.2,217,1.9
2022-03-03 01:00:00,5,11.8,32,3.0
2022-03-03 02:00:00,1,11.5,152,2.2
2022-03-03 02:00:00,2,9.1,174,4.4
2022-03-03 02:00:00,3,9.2,168,1.8
2022-03-03 02:00:00,4,9.7,148,2.2
2022-03-03 02:00:00,5,10.2,225,3.8
2022-03-03 03:00:00,1,13.1,80,1.9
2022-03-03 03:00:00,2,9.1,94,3.2
2022-03-03 03:00:00,3,9.2,75,3.3
2022-03-03 03:00:00,4,9.7,245,3.1
2022-03-03 03:00:00,5,10.8,165,3.2
2022-03-03 04:00:00,1,13.6,305,3.6
2022-03-03 04:00:00,2,14.2,167,4.5
2022-03-03 04:00:00,3,14.5,181,2.9
2022-03-03 04:00:00,4,9.3,335,3.8
2022-03-03 04:00:00,5,11.2,311,3.9
2022-03-03 05:00:00,1,13.9,94,3.7
2022-03-03 05:00:00,2,10.9,168,1.5
2022-03-03 05:00:00,3,13.9,202,1.9
2022-03-03 05:00:00,4,12.0,129,3.5
2022-03-03 05:00:00,5,14.7,17,2.5
2022-03-03 06:00:00,1,12.4,358,2.7
2022-03-03 06:00:00,2,14.6,127,3.3
2022-03-03 06:00:00,3,13.6,234,3.5
2022-03-03 06:00:00,4,12.6,122,2.7
2022-03-03 06:00:00,5,12.8,154,2.3
2022-03-03 07:00:00,1,10.5,225,2.6
2022-03-03 07:00:00,2,12.9,202,3.0
2022-03-03 07:00:00,3,14.0,352,3.5
2022-03-03 07:00:00,4,11.8,33,3.6
2022-03-03 07:00:00,5,11.0,220,1.9
2022-03-03 08:00:00,1,11.6,282,3.2
2022-03-03 08:00:00,2,11.7,214,4.4
2022-03-03 08:00:00,3,13.0,355,3.3
2022-03-03 08:00:00,4,11.0,316,2.8
2022-03-03 08:00:00,5,9.5,1,3.1
2022-03-04 00:00:00,1,9.1,289,3.9
2022-03-04 00:00:00,2,11.3,266,1.7
2022-03-04 00:00:00,3,9.3,94,1.8
2022-03-04 00:00:00,4,12.3,304,4.1
2022-03-04 00:00:00,5,9.7,243,4.3
2022-03-04 01:00:00,1,14.1,34,1.7
2022-03-04 01:00:00,2,12.0,333,2.6
2022-03-04 01:00:00,3,13.4,273,3.5
2022-03-04 01:00:00,4,13.6,129,1.6
2022-03-04 01:00:00,5,14.0,345,3.6
2022-03-04 02:00:00,1,14.4,305,2.5
2022-03-04 02:00:00,2,13.0,210,2.6
2022-03-04 02:00:00,3,10.3,241,2.3
2022-03-04 02:00:00,4,13.0,116,2.3
2022-03-04 02:00:00,5,11.2,161,3.9
2022-03-04 03:00:00,1,12.3,237,4.0
2022-03-04 03:00:00,2,9.1,12,3.6
2022-03-04 03:00:00,3,9.9,358,2.9
2022-03-04 03:00:00,4,10.6,312,2.3
2022-03-04 03:00:00,5,11.0,38,4.1
2022-03-04 04:00:00,1,13.8,38,4.2
2022-03-04 04:00:00,2,9.9,125,2.2
2022-03-04 04:00:00,3,10.7,93,2.9
2022-03-04 04:00:00,4,9.7,197,3.5
2022-03-04 04:00:00,5,11.9,331,4.3
2022-03-04 05:00:00,1,12.2,286,1.5
2022-03-04 05:00:00,2,15.0,188,3.9
2022-03-04 05:00:00,3,12.0,128,1.6
2022-03-04 05:00:00,4,15.0,294,3.1
2022-03-04 05:00:00,5,13.8,132,3.7
2022-03-04 06:00:00,1,14.2,192,2.8
2022-03-04 06:00:00,2,10.7,237,2.2
2022-03-04 06:00:00,3,15.0,274,3.4
2022-03-04 06:00:00,4,13.6,154,2.3
2022-03-04 06:00:00,5,14.2,210,2.5
2022-03-04 07:00:00,1,9.9,70,3.3
2022-03-04 07:00:00,2,13.7,141,3.0
2022-03-04 07:00:00,3,12.9,90,3.2
2022-03-04 07:00:00,4,12.9,168,1.9
2022-03-04 07:00:00,5,12.6,63,2.2
2022-03-04 08:00:00,1,11.7,277,1.5
2022-03-04 08:00:00,2,14.5,156,3.8
2022-03-04 08:00:00,3,11.2,93,1.6
2022-03-04 08:00:00,4,9.0,233,3.2
2022-03-04 08:00:00,5,9.2,105,4.0
2022-03-05 00:00:00,1,9.8,316,3.7
2022-03-05 00:00:00,2,13.1,292,2.0
2022-03-05 00:00:00,3,9.9,260,2.5
2022-03-05 00:00:00,4,12.1,93,3.8
2022-03-05 00:00:00,5,9.1,54,3.7
2022-03-05 01:00:00,1,13.7,24,4.3
2022-03-05 01:00:00,2,11.2,220,3.4
2022-03-05 01:00:00,3,9.0,317,2.9
2022-03-05 01:00:00,4,10.0,282,2.9
2022-03-05 01:00:00,5,10.5,6,2.5
2022-03-05 02:00:00,1,12.8,15,2.0
2022-03-05 02:00:00,2,12.5,213,1.7
2022-03-05 02:00:00,3,12.8,19,1.8
2022-03-05 02:00:00,4,13.7,191,3.6
2022-03-05 02:00:00,5,11.5,321,1.6
2022-03-05 03:00:00,1,13.5,51,2.9
2022-03-05 03:00:00,2,13.5,252,3.3
2022-03-05 03:00:00,3,13.2,193,2.3
2022-03-05 03:00:00,4,10.2,145,2.4
2022-03-05 03:00:00,5,10.4,232,4.1
2022-03-05 04:00:00,1,9.7,125,2.4
2022-03-05 04:00:00,2,9.4,8,2.9
2022-03-05 04:00:00,3,12.0,118,1.6
2022-03-05 04:00:00,4,10.9,266,3.0
2022-03-05 04:00:00,5,13.9,11,4.4
2022-03-05 05:00:00,1,11.5,242,3.5
2022-03-05 05:00:00,2,10.4,164,1.6
2022-03-05 05:00:00,3,12.9,6,2.9
2022-03-05 05:00:00,4,11.4,89,3.0
2022-03-05 05:00:00,5,10.3,298,2.3
2022-03-05 06:00:00,1,9.8,248,3.3
2022-03-05 06:00:00,2,12.0,7,4.2
2022-03-05 06:00:00,3,13.0,345,1.7
2022-03-05 06:00:00,4,12.3,109,2.3
2022-03-05 06:00:00,5,12.2,157,2.0
2022-03-05 07:00:00,1,9.1,17,3.3
2022-03-05 07:00:00,2,14.3,107,3.0
2022-03-05 07:00:00,3,11.2,101,1.6
2022-03-05 07:00:00,4,13.5,329,1.7
2022-03-05 07:00:00,5,13.5,178,3.2
2022-03-05 08:00:00,1,11.7,213,3.8
2022-03-05 08:00:00,2,14.1,252,2.3
2022-03-05 08:00:00,3,14.2,88,3.7
2022-03-05 08:00:00,4,9.6,325,1.9
2022-03-05 08:00:00,5,14.8,285,1.6
