timestamp,turbine_id,wind_speed,wind_direction,power_output
2022-03-02 07:00:00,6,11.0,279,1.9
2022-03-02 07:00:00,7,13.4,134,1.7
2022-03-02 07:00:00,8,14.7,110,4.0
2022-03-02 07:00:00,9,10.8,122,1.8
2022-03-02 07:00:00,10,10.0,339,3.7
2022-03-02 08:00:00,6,12.3,51,1.7
2022-03-02 08:00:00,7,9.8,241,3.3
2022-03-02 08:00:00,8,14.2,78,4.1
2022-03-02 08:00:00,9,12.5,103,1.7
2022-03-02 08:00:00,10,10.7,142,3.9
2022-03-03 00:00:00,6,14.1,228,3.0
2022-03-03 00:00:00,7,14.3,89,3.0
2022-03-03 00:00:00,8,12.9,53,4.0
2022-03-03 00:00:00,9,11.2,136,2.4
2022-03-03 00:00:00,10,14.9,110,2.3
2022-03-03 01:00:00,6,10.1,295,4.3
2022-03-03 01:00:00,7,13.3,232,4.0
2022-03-03 01:00:00,8,14.2,215,3.8
2022-03-03 01:00:00,9,10.8,263,3.9
2022-03-03 01:00:00,10,13.6,299,3.8
2022-03-03 02:00:00,6,12.4,4,4.0
2022-03-03 02:00:00,7,11.0,174,3.3
2022-03-03 02:00:00,8,13.9,255,2.3
2022-03-03 02:00:00,9,10.9,213,3.5
2022-03-03 02:00:00,10,9.4,277,3.6
2022-03-03 03:00:00,6,12.6,121,3.7
2022-03-03 03:00:00,7,9.4,91,3.2
2022-03-03 03:00:00,8,12.8,166,2.1
2022-03-03 03:00:00,9,9.4,334,4.0
2022-03-03 03:00:00,10,10.9,139,1.6
2022-03-03 04:00:00,6,11.6,21,4.2
2022-03-03 04:00:00,7,11.2,330,3.7
2022-03-03 04:00:00,8,12.7,29,2.3
2022-03-03 04:00:00,9,14.0,194,2.0
2022-03-03 04:00:00,10,9.7,255,3.4
2022-03-03 05:00:00,6,14.1,346,2.7
2022-03-03 05:00:00,7,14.1,51,4.4
2022-03-03 05:00:00,8,14.2,266,1.6
2022-03-03 05:00:00,9,14.7,338,4.3
2022-03-03 05:00:00,10,14.7,2,2.4
2022-03-03 06:00:00,6,9.1,219,3.8
2022-03-03 06:00:00,7,9.5,250,3.3
2022-03-03 06:00:00,8,10.9,298,2.4
2022-03-03 06:00:00,9,14.6,256,2.7
2022-03-03 06:00:00,10,9.2,244,2.5
2022-03-03 07:00:00,6,13.4,291,3.3
2022-03-03 07:00:00,7,14.3,305,2.0
2022-03-03 07:00:00,8,10.0,168,2.7
2022-03-03 07:00:00,9,10.7,6,3.0
2022-03-03 07:00:00,10,11.0,104,1.9
2022-03-03 08:00:00,6,14.1,98,4.3
2022-03-03 08:00:00,7,11.2,226,3.0
2022-03-03 08:00:00,8,14.6,210,4.5
2022-03-03 08:00:00,9,14.3,297,2.5
2022-03-03 08:00:00,10,14.8,246,4.4
2022-03-04 00:00:00,6,12.3,354,3.7
2022-03-04 00:00:00,7,9.2,20,3.4
2022-03-04 00:00:00,8,11.6,259,2.6
2022-03-04 00:00:00,9,13.6,135,2.2
2022-03-04 00:00:00,10,12.0,202,2.3
2022-03-04 01:00:00,6,9.9,217,2.0
2022-03-04 01:00:00,7,13.9,319,3.0
2022-03-04 01:00:00,8,13.7,261,2.0
2022-03-04 01:00:00,9,10.5,179,3.4
2022-03-04 01:00:00,10,12.3,95,3.5
2022-03-04 02:00:00,6,13.6,55,2.8
2022-03-04 02:00:00,7,13.0,3,2.6
2022-03-04 02:00:00,8,11.4,296,3.0
2022-03-04 02:00:00,9,12.2,183,2.8
2022-03-04 02:00:00,10,11.3,248,2.1
2022-03-04 03:00:00,6,9.2,93,1.8
2022-03-04 03:00:00,7,14.9,338,1.7
2022-03-04 03:00:00,8,12.2,178,2.2
2022-03-04 03:00:00,9,10.8,312,2.1
2022-03-04 03:00:00,10,14.4,12,1.6
2022-03-04 04:00:00,6,9.2,111,2.7
2022-03-04 04:00:00,7,9.1,230,3.0
2022-03-04 04:00:00,8,9.6,24,4.0
2022-03-04 04:00:00,9,13.3,312,4.5
2022-03-04 04:00:00,10,14.3,284,2.4
2022-03-04 05:00:00,6,14.5,43,2.5
2022-03-04 05:00:00,7,14.6,229,4.3
2022-03-04 05:00:00,8,10.6,23,2.0
2022-03-04 05:00:00,9,10.2,341,3.1
2022-03-04 05:00:00,10,12.1,37,1.8
2022-03-04 06:00:00,6,9.1,274,4.4
2022-03-04 06:00:00,7,9.3,86,3.2
2022-03-04 06:00:00,8,13.9,69,1.5
2022-03-04 06:00:00,9,9.5,44,1.8
2022-03-04 06:00:00,10,10.5,226,2.4
2022-03-04 07:00:00,6,14.0,333,4.0
2022-03-04 07:00:00,7,11.8,123,4.0
2022-03-04 07:00:00,8,10.3,283,2.9
2022-03-04 07:00:00,9,12.8,118,2.2
2022-03-04 07:00:00,10,13.8,306,3.1
2022-03-04 08:00:00,6,14.0,283,4.2
2022-03-04 08:00:00,7,10.3,194,3.1
2022-03-04 08:00:00,8,11.6,80,2.2
2022-03-04 08:00:00,9,13.2,356,2.0
2022-03-04 08:00:00,10,9.4,179,1.7
2022-03-05 00:00:00,6,12.4,308,2.7
2022-03-05 00:00:00,7,12.2,5,2.1
2022-03-05 00:00:00,8,10.6,85,1.7
2022-03-05 00:00:00,9,13.5,123,2.1
2022-03-05 00:00:00,10,13.5,217,1.7
2022-03-05 01:00:00,6,12.0,85,1.6
2022-03-05 01:00:00,7,9.5,264,1.8
2022-03-05 01:00:00,8,12.2,338,3.9
2022-03-05 01:00:00,9,10.3,359,2.8
2022-03-05 01:00:00,10,10.6,101,1.7
2022-03-05 02:00:00,6,13.3,265,2.1
2022-03-05 02:00:00,7,12.0,352,1.9
2022-03-05 02:00:00,8,14.4,331,2.9
2022-03-05 02:00:00,9,14.8,284,1.5
2022-03-05 02:00:00,10,13.4,283,3.0
2022-03-05 03:00:00,6,14.4,279,4.1
2022-03-05 03:00:00,7,10.2,18,2.3
2022-03-05 03:00:00,8,9.5,244,3.4
2022-03-05 03:00:00,9,12.0,354,3.5
2022-03-05 03:00:00,10,11.2,336,3.8
2022-03-05 04:00:00,6,11.9,17,2.5
2022-03-05 04:00:00,7,14.9,253,2.5
2022-03-05 04:00:00,8,9.2,213,3.3
2022-03-05 04:00:00,9,10.6,167,2.6
2022-03-05 04:00:00,10,11.7,162,2.0
2022-03-05 05:00:00,6,14.9,337,4.1
2022-03-05 05:00:00,7,11.1,90,1.9
2022-03-05 05:00:00,8,12.1,152,1.9
2022-03-05 05:00:00,9,9.6,148,4.0
2022-03-05 05:00:00,10,12.7,224,1.6
2022-03-05 06:00:00,6,10.0,257,4.1
2022-03-05 06:00:00,7,12.5,189,2.4
2022-03-05 06:00:00,8,9.1,80,1.9
2022-03-05 06:00:00,9,13.9,249,1.9
2022-03-05 06:00:00,10,12.6,4,3.7
2022-03-05 07:00:00,6,13.6,178,3.3
2022-03-05 07:00:00,7,13.2,303,3.8
2022-03-05 07:00:00,8,9.5,111,3.5
2022-03-05 07:00:00,9,9.4,336,4.0
2022-03-05 07:00:00,10,10.7,283,2.7
2022-03-05 08:00:00,6,11.9,141,4.4
2022-03-05 08:00:00,7,14.5,119,2.5
2022-03-05 08:00:00,8,9.7,247,3.8
2022-03-05 08:00:00,9,14.4,325,4.5
2022-03-05 08:00:00,10,11.0,128,1.6
